ID,Name,Age,Club,Position,Wage,IR,Value,PAC,SHO,PAS,DRI,DEF,PHY
241875,W. Ferry,20,Southampton,LW,6000,1,250000,72,51,56,64,31,45
241905,S. Ben Amar,22,Nîmes Olympique,ST,3000,1,210000,61,56,44,55,27,55
241944,M. Guel,21,Valenciennes FC,RW,950,1,275000,81,54,47,63,26,50
241960,T. Stavitski,19,Stade Malherbe Caen,RW,1000,1,700000,74,59,63,64,27,55
241965,Carlos Heredia,19,Wolverhampton Wanderers,RW,5000,1,220000,79,54,51,62,35,39
241969,D. Martinović,23,SV Waldhof Mannheim,ST,750,1,300000,78,55,41,66,20,58
241973,Chris Ramos,23,Real Valladolid CF,ST,5000,1,950000,76,64,48,61,28,61
241984,C. Burke,28,Philadelphia Union,ST,4000,1,925000,75,67,40,62,25,71
242048,F. Pangop,27,SCR Altach,ST,3000,1,300000,86,58,57,61,24,58
242052,J. Medina,23,New York City FC,RW,3000,1,950000,72,65,69,63,34,51
242065,C. Simpson,19,Accrington Stanley,ST,700,1,160000,54,53,45,51,33,68
242183,D. Otto,21,1. FC Heidenheim 1846,ST,7000,1,1300000,69,68,53,67,27,62
242197,M. Ndione,20,IF Elfsborg,ST,850,1,230000,53,56,43,56,24,70
242202,F. Druijf,22,AZ Alkmaar,ST,4000,1,1100000,54,70,49,60,33,71
242213,D. Asonganyi,19,Oxford United,ST,1000,1,80000,62,50,44,55,20,53
242223,A. Al Hamdan,20,Al Shabab,ST,5000,1,675000,70,60,41,57,20,67
242241,P. Niyongabire,20,Adelaide United,RW,750,1,190000,86,44,45,64,29,50
242250,G. Verón,18,Argentinos Juniors,ST,900,1,325000,63,57,44,58,30,58
242253,M. Toye,21,Minnesota United FC,ST,2000,1,775000,70,64,42,64,29,70
242265,M. Obafemi,19,Southampton,ST,15000,1,1800000,79,69,56,72,23,65
242272,M. Ogkmpoe,25,Hamilton Academical FC,ST,1000,1,210000,70,58,39,56,21,68
242276,Wang Ziming,23,Beijing Sinobo Guoan FC,ST,3000,1,300000,77,58,48,58,32,66
242291,K. Brünker,26,1. FC Magdeburg,ST,1000,1,375000,76,60,44,52,22,77
242312,A. Adam,25,Al Nassr,ST,9000,1,600000,75,65,48,65,19,63
242348,Loren,26,Real Betis,ST,28000,1,13000000,73,81,60,77,36,74
242349,K. Aladesanmi,20,Atlético Bucaramanga,ST,500,1,220000,72,54,45,54,26,54
242374,M. Barrow,21,Bologna,ST,18000,1,5500000,82,71,53,72,31,56
242384,Douglas,32,Vissel Kobe,ST,10000,1,3200000,69,74,49,70,28,68
242385,T. Abraham,19,Fulham,ST,8000,1,220000,69,59,38,53,23,56
242419,B. Njie,22,Odds BK,RW,1000,1,400000,86,57,48,65,26,47
242425,B. De Jesús,25,Universidad Católica del Ecuador,ST,500,1,200000,68,63,49,59,21,47
242448,André Silva,21,Rio Ave FC,LW,3000,1,825000,75,59,54,70,32,57
242494,E. Koljić,24,Universitatea Craiova,ST,7000,1,2400000,61,70,52,62,33,76
242515,W. Ali,21,Aalborg BK,ST,2000,1,500000,75,60,44,68,19,60
242528,T. Buitink,20,Vitesse,ST,5000,1,1100000,69,67,55,65,25,65
242597,G. Wild,24,LA Galaxy,ST,1000,1,140000,59,58,45,58,31,62
242611,K. Kristinsson,21,PSV,ST,3000,1,500000,66,60,58,65,39,57
242677,V. Drchal,19,Sparta Praha,ST,500,1,1400000,77,61,47,65,27,72
242696,Liu Guobo,20,Beijing Sinobo Guoan FC,ST,2000,1,80000,68,46,45,50,40,58
242710,T. John-Jules,19,Doncaster Rovers,ST,1000,1,220000,73,56,46,60,19,54
242893,I. Koné,21,FK Haugesund,ST,700,1,275000,70,57,40,57,24,68
242906,E. Twumasi,23,FC Dallas,LW,1000,1,140000,65,54,49,65,27,46
242946,O. Afolayan,22,West Ham United,ST,6000,1,200000,77,54,54,62,27,53
242965,F. Hornby,20,Stade de Reims,ST,5000,1,700000,61,64,49,60,24,67
242967,C. Morton,20,Lincoln City,ST,2000,1,825000,72,61,48,62,34,66
242998,Klauss,23,TSG 1899 Hoffenheim,ST,14000,1,1500000,64,67,61,66,29,72
243047,A. Marqués,18,Juventus,ST,6000,1,525000,68,61,44,62,34,58
243055,Rafael Camacho,20,Sporting CP,RW,9000,1,7500000,82,61,65,78,55,58
243061,Lee Dong Jun,23,Busan IPark,RW,2000,1,575000,82,61,48,64,46,60
243154,A. Benedyczak,19,Pogoń Szczecin,ST,900,1,275000,60,55,38,56,29,68
243159,A. Awad,28,Östersunds FK,ST,1000,1,250000,65,60,55,66,25,54
243203,K. Høgh,18,Randers FC,ST,1000,1,190000,63,55,39,55,19,53
243238,Júnior Moraes,33,Shakhtar Donetsk,ST,500,1,8000000,79,80,57,77,27,68
243239,L. González,20,FC St. Gallen,ST,2000,1,550000,79,62,54,63,30,63
243246,S. Gussiås,20,Sandefjord Fotball,ST,650,1,425000,64,62,43,58,23,70
243278,R. Cassidy,19,Accrington Stanley,ST,700,1,200000,59,57,45,56,23,50
243315,Dani Gómez,21,Levante UD,ST,11000,1,2800000,82,71,56,69,40,64
243322,Lim Jae Hyeok,21,Daegu FC,ST,1000,1,450000,75,58,45,62,24,56
243337,G. Gibson,19,Sandefjord Fotball,ST,500,1,200000,71,55,44,56,19,53
243366,O. Klitten,20,Aalborg BK,LW,2000,1,200000,69,50,49,57,22,49
243378,M. Wintzheimer,21,Hamburger SV,ST,3000,1,875000,63,65,41,62,26,67
243386,D. Valencia,20,Universidad Católica,ST,3000,1,1200000,67,64,47,67,26,65
243427,R. Edmondson,19,Aberdeen,ST,1000,1,275000,55,59,38,55,25,69
243459,T. Barlow,24,New York Red Bulls,ST,2000,1,725000,76,63,50,59,44,71
243477,T. Badaloni,20,Godoy Cruz,ST,2000,1,450000,57,61,51,59,25,59
243485,S. Valenzuela,21,Deportivo Pasto,ST,500,1,100000,60,54,40,55,25,51
243496,I. Ibáñez,21,Deportivo Cali,ST,500,1,150000,65,53,40,56,23,46
243511,William Camargo,21,FC Cartagena,ST,1000,1,450000,53,62,42,61,23,52
243537,M. Breunig,19,FC Admira Wacker Mödling,ST,1000,1,325000,64,58,43,64,21,61
243581,S. Guri,26,KV Oostende,ST,4000,1,675000,56,68,57,58,31,68
243616,A. van den Hurk,27,Helsingborgs IF,ST,1000,1,625000,68,65,44,64,27,72
243652,Borja Garcés,20,Atlético Madrid,ST,8000,1,875000,63,67,46,63,31,50
243669,J. Anthony,20,Bournemouth,ST,2000,1,275000,71,57,45,60,21,61
243682,F. Chenkam,19,Seattle Sounders FC,ST,1000,1,220000,77,56,41,57,25,53
243806,O. Darfalou,26,Vitesse,ST,7000,1,900000,71,67,45,65,36,72
243813,T. O'Neill,20,Middlesbrough,ST,2000,1,180000,61,57,37,49,20,52
243817,E. Sørensen,20,Newcastle United,ST,5000,1,350000,62,62,44,57,18,49
243831,B. Radulović,20,AIK,ST,1000,1,140000,50,55,44,51,24,65
243847,R. Griffiths,19,Olympique Lyonnais,ST,7000,1,650000,69,62,45,54,25,62
243859,J. Martínez,25,CF Fuenlabrada,ST,2000,1,725000,80,62,60,71,23,60
243897,Philippe,20,FC Sion,ST,4000,1,275000,66,59,42,63,19,57
243903,M. Diop,32,Al Shabab,ST,26000,1,2500000,68,70,61,68,44,77
243972,Jordi Sánchez,25,C.D. Castellón,ST,2000,1,400000,61,62,43,57,26,58
243993,Enric Gallego,33,CA Osasuna,ST,26000,1,2500000,59,76,56,68,25,71
244022,I. Sissoko,24,Chamois Niortais Football Club,ST,4000,1,2500000,76,70,54,66,32,72
244036,A. Önal,24,MKE Ankaragücü,ST,4000,1,275000,59,61,47,61,22,51
244040,P. Schmidt,26,1. FC Heidenheim 1846,ST,9000,1,900000,66,67,42,60,27,70
244041,M. Kiprit,20,KFC Uerdingen 05,ST,2000,1,825000,67,63,47,60,30,63
244042,M. Djitté,20,Grenoble Foot 38,ST,3000,1,1800000,79,67,53,73,28,65
244089,T. Hara,21,FC Tokyo,ST,2000,1,575000,63,61,44,58,25,76
244161,G. Laura,24,Paris FC,ST,2000,1,500000,83,63,49,62,24,64
244176,D. Undav,22,SV Meppen,ST,1000,1,1200000,62,70,50,67,31,73
244182,G. Arabidze,22,CD Nacional,RW,5000,1,1600000,81,62,62,77,29,42
244185,S. Mráz,23,Zagłębie Lubin,ST,2000,1,775000,72,64,55,63,32,60
244201,L. Jephcott,20,Plymouth Argyle,ST,2000,1,450000,76,60,51,61,24,63
244207,A. Sow,20,Racing Club de Lens,RW,5000,1,230000,73,50,49,62,31,38
244217,B. Galach,19,Crawley Town,ST,1000,1,120000,66,55,44,58,15,42
244233,L. Pfeiffer,23,FC Würzburger Kickers,ST,4000,1,750000,54,64,46,56,31,78
244250,P. Owusu,23,DSC Arminia Bielefeld,ST,5000,1,525000,73,61,44,54,36,73
244251,A. Turgeman,29,FK Austria Wien,ST,9000,1,900000,72,67,44,68,26,67
244265,A. Hodžić,23,Dinamo Zagreb,ST,1000,1,8000000,73,76,41,68,27,59
244288,A. Idah,19,Norwich City,ST,2000,1,1200000,74,65,42,59,22,64
244311,Lucas Ribeiro,21,Sporting de Charleroi,RW,3000,1,700000,74,61,57,67,27,55
244321,D. Mullen,24,St. Mirren,ST,2000,1,500000,79,63,50,61,41,74
244368,A. Besedin,23,Dynamo Kyiv,ST,1000,1,4200000,71,67,48,67,41,67
244400,K. Ademi,24,FC Basel 1893,ST,6000,1,1100000,52,66,45,59,29,79
244543,Y. Ammour,21,Montpellier HSC,ST,4000,1,550000,77,62,46,60,24,56
244545,Valdu Té,20,Vitória de Setúbal,ST,2000,1,675000,53,66,41,56,28,66
244577,Baselga,21,Real Zaragoza,ST,2000,1,550000,66,64,52,64,25,53
244621,Vinícius,25,SL Benfica,ST,18000,1,17000000,75,80,57,75,41,83
244627,L. Marković,20,Crotone,ST,2000,1,180000,56,57,38,46,22,65
244641,S. Ormeño,26,Puebla FC,ST,2000,1,475000,54,69,45,57,28,67
244684,V. Damascan,21,RKC Waalwijk,ST,2000,1,875000,72,66,56,64,21,62
244685,M. Mouandilmadji,21,CD Aves,ST,4000,1,1300000,71,66,47,62,22,62
244723,Felipe Silva,27,GwangJu FC,ST,5000,1,2800000,71,70,55,64,23,84
244727,L. Tawamba,29,Al Taawoun,ST,25000,1,5500000,73,73,49,69,24,77
244731,N. Rusyn,21,Dynamo Kyiv,ST,500,1,3600000,78,71,47,66,20,53
244753,J. Keita,20,Racing Club de Lens,LW,3000,1,1300000,90,62,53,73,32,43
244762,L. Diabyfadiga,19,Paris FC,ST,1000,1,625000,66,63,56,62,25,62
244790,U. Ekpai,23,Viktoria Plzeň,RW,500,1,1400000,80,64,60,72,25,59
244793,T. Chorý,25,Viktoria Plzeň,ST,500,1,2300000,56,67,54,63,26,78
244801,R. Yamasaki,27,Nagoya Grampus,ST,2000,1,575000,49,66,53,58,28,71
244832,S. Ferreira,22,Club Libertad,ST,500,1,3400000,71,71,57,72,29,59
244834,E. Pernía,25,Emelec,ST,500,1,400000,59,62,51,54,25,59
244929,J. Daly,20,Bristol Rovers,ST,2000,1,350000,76,58,44,60,22,48
244942,S. Guðjohnsen,22,Odense Boldklub,ST,2000,1,400000,51,60,39,55,26,70
244949,F. Pierrot,25,En Avant de Guingamp,ST,4000,1,1200000,65,70,50,59,28,80
244971,D. Furtado,23,Rio Ave FC,LW,3000,1,700000,78,61,53,68,28,52
244972,Ricardo Schutte,22,CD Mirandés,ST,2000,1,525000,63,65,47,63,23,57
245079,A. Oviedo,24,Club Libertad,ST,500,1,350000,77,59,46,63,25,56
245124,D. Jovanović,21,Cádiz CF,ST,7000,1,1100000,67,68,56,64,22,61
245144,F. Ferrari,23,Livorno,ST,1000,1,725000,51,66,49,58,35,70
245149,J. Hurtado,19,Boca Juniors,ST,9000,1,4200000,80,68,60,70,26,74
245158,L. Suárez,22,Watford,ST,17000,1,11500000,86,78,62,72,40,80
245174,B. Anderson,21,Aberdeen,ST,1000,1,450000,72,62,45,63,18,46
245212,R. Uldriķis,22,FC Sion,ST,5000,1,525000,43,61,50,54,33,77
245260,A. Binous,19,FC Luzern,ST,2000,1,130000,56,49,39,51,23,54
245264,M. Kaufmann,19,FC København,ST,4000,1,1200000,78,64,51,60,25,62
245315,E. Aguerro,32,Uruguay,ST,0,1,0,84,79,65,80,27,66
245396,V. Supryaga,20,Dynamo Kyiv,ST,500,1,3900000,87,70,46,72,18,50
245437,A. Gaich,21,PFC CSKA Moscow,ST,18000,1,3500000,68,69,55,66,29,68
245461,F. Colidio,20,Sint-Truidense VV,ST,4000,1,1300000,68,68,63,70,25,44
245485,P. Samiec-Talar,18,Śląsk Wrocław,ST,700,1,190000,71,53,39,58,28,59
245503,S. Janneh,20,Newport County,ST,2000,1,180000,74,56,43,59,19,44
245505,P. Borukov,19,Sheffield Wednesday,ST,3000,1,275000,69,56,40,55,19,59
245526,A. Akinyemi,21,IK Start,ST,650,1,425000,74,60,41,61,20,63
245528,Edu Espiau,25,UD Las Palmas,ST,2000,1,500000,62,63,52,60,25,57
245532,H. Silveira,27,Querétaro,ST,3000,1,625000,59,66,45,56,23,65
245537,E. Ceïde,18,Rosenborg BK,LW,850,1,925000,83,49,57,69,32,46
245550,S. Gassama,25,Real Valladolid CF,ST,8000,1,1200000,63,69,47,62,32,74
245582,B. Källman,21,FK Haugesund,ST,1000,1,750000,81,60,48,63,23,67
245611,D. Parkhouse,20,Sheffield United,ST,4000,1,275000,68,61,46,54,34,59
245615,H. Yamada,20,Vegalta Sendai,ST,850,1,350000,55,59,53,55,26,62
245624,R. Fujimura,21,Hokkaido Consadole Sapporo,CF,950,1,325000,64,58,55,64,17,58
245637,G. Rutter,18,Stade Rennais FC,ST,4000,1,600000,68,63,54,65,23,55
245653,J. Murray,24,Central Coast Mariners,ST,550,1,300000,65,62,43,59,18,60
245721,G. Azzinnari,19,SC Paderborn 07,ST,2000,1,220000,66,58,45,57,32,48
245732,A. Kampetsis,21,Panathinaikos FC,ST,500,1,700000,70,63,48,60,24,61
245733,H. Weydandt,24,Hannover 96,ST,14000,1,2400000,75,67,45,57,33,80
245745,Rubén Enri,22,UD Almería,ST,2000,1,400000,58,64,50,57,23,56
245796,N. Balongo,21,Sint-Truidense VV,ST,2000,1,325000,81,59,46,63,23,52
245809,Y. Kitala,22,FC Sochaux-Montbéliard,ST,2000,1,725000,68,66,43,56,24,66
245843,L. Allan,21,Hibernian,ST,1000,1,90000,72,54,40,50,21,47
245856,M. Batmaz,20,Karlsruher SC,ST,2000,1,300000,66,61,35,63,23,51
245864,M. Gneba,19,Amiens SC,RW,2000,1,400000,81,61,50,60,19,60
245870,H. Hassan,18,La Berrichonne de Châteauroux,LW,750,1,925000,82,57,57,70,26,47
245902,T. Parrott,18,Millwall,ST,2000,1,1100000,73,66,53,63,27,59
245997,J. Becerra,22,RCD Espanyol,ST,2000,1,325000,65,59,52,55,29,64
246020,J. Adebayo-Smith,19,Lincoln City,ST,1000,1,200000,80,55,46,57,24,53
246046,J. Piggott,21,Wigan Athletic,ST,800,1,110000,57,54,40,52,18,49
246049,A. Lupu,21,Deportivo Alavés,ST,4000,1,775000,64,63,46,61,19,55
246108,A. Díaz,20,San Lorenzo de Almagro,ST,4000,1,825000,72,60,49,67,23,58
246112,N. Djouahra,20,Real Sociedad,LW,4000,1,675000,67,56,61,69,30,53
246123,D. Redan,19,Hertha BSC,ST,4000,1,450000,75,60,48,60,22,56
246141,F. Holender,25,Hungary,ST,3000,1,975000,81,68,63,70,26,60
246174,H. Elliott,17,Liverpool,RW,4000,1,1100000,75,53,59,71,30,37
246175,L. Ihorst,20,VfL Osnabrück,ST,2000,1,450000,54,61,44,54,29,64
246182,M. Pulkrab,23,Sparta Praha,ST,500,1,750000,70,60,48,60,31,74
246186,Arthur Cabral,22,FC Basel 1893,ST,16000,1,10500000,71,74,57,72,30,75
246230,M. Phaëton,20,En Avant de Guingamp,ST,1000,1,500000,74,61,48,63,22,69
246242,B. Dia,23,Stade de Reims,ST,20000,1,5500000,76,73,52,72,26,73
246257,A. Ćatić,21,ADO Den Haag,RW,2000,1,475000,87,55,56,62,28,60
246258,L. Beltrán,19,River Plate,ST,2000,1,650000,65,60,52,63,20,57
246276,Joaquín,21,SD Huesca,RW,6000,1,1200000,77,61,58,68,24,53
246312,Fabio Lopes,18,Oxford United,ST,750,1,80000,77,49,42,57,17,39
246315,L. Smyth,18,Stevenage,ST,700,1,100000,72,53,38,51,21,51
246333,C. Jolley,19,Wigan Athletic,ST,700,1,200000,69,58,43,56,19,47
246405,B. Angulo,24,Club Tijuana,ST,12000,1,2500000,79,68,49,73,20,64
246430,D. Vlahović,20,Fiorentina,ST,21000,1,3100000,62,72,52,68,27,61
246438,N. Fujimoto,30,Vissel Kobe,ST,5000,1,875000,75,68,55,67,29,62
246448,R. Campbell,19,Gillingham,ST,2000,1,110000,78,48,32,52,22,69
246471,F. Girotti,21,River Plate,ST,3000,1,1000000,68,64,46,61,30,68
246548,O. Sahraoui,19,Vålerenga Fotball,LW,850,1,975000,75,48,63,72,40,44
246590,Y. Kasaï,21,FC Zürich,ST,2000,1,130000,59,48,39,47,25,69
246604,C. Kelman,18,Southend United,ST,1000,1,425000,81,60,45,62,26,58
246653,A. Campos,20,FC St. Gallen,ST,2000,1,180000,69,52,40,55,20,56
246675,E. Borja,25,Nacional Asunción,ST,500,1,600000,70,66,45,59,21,62
246690,A. Bareiro,23,Alanyaspor,ST,6000,1,1300000,69,67,48,67,22,63
246693,D. Williams,20,Shamrock Rovers,ST,500,1,110000,68,54,44,57,17,44
246728,L. Traoré,19,Ajax,ST,4000,1,1900000,76,68,52,69,28,73
246731,D. Abella,21,Deportivo Toluca,ST,3000,1,350000,58,62,45,58,21,57
246732,A. Loba,22,Monterrey,ST,20000,1,2700000,80,70,57,70,24,70
246762,S. Koita,20,FC Red Bull Salzburg,ST,14000,1,4099999,87,72,57,75,28,66
246777,O. Pettersson,20,Djurgårdens IF,ST,1000,1,230000,80,55,44,58,22,57
246827,M. Kamara,20,SC Paderborn 07,ST,2000,1,475000,75,62,43,60,25,62
246828,R. López,26,Sagan Tosu,ST,1000,1,300000,47,59,49,58,25,74
246848,B. Fofana,20,Olympique Lyonnais,LW,9000,1,800000,78,58,54,69,29,51
246878,S. Milošević,24,Waasland-Beveren,ST,3000,1,725000,43,70,50,55,19,60
246879,O. Camara,21,Vålerenga Fotball,LW,800,1,550000,86,53,54,66,26,57
246919,T. Čvančara,17,Empoli,ST,2000,1,500000,54,63,47,54,24,58
246930,Cheon Seong-Hoon,19,FC Augsburg,ST,3000,1,220000,66,54,42,55,31,57
246957,A. van der Heide,18,SC Heerenveen,LW,750,1,525000,76,54,51,70,25,42
246973,R. Márquez,22,Millonarios FC,ST,2000,1,1500000,69,68,53,64,26,61
247012,M. Tait,19,Aston Villa,ST,5000,1,110000,60,53,39,53,19,44
247023,S. Yatéké,19,FK Austria Wien,ST,2000,1,625000,82,57,51,62,21,64
247117,S. Braken,26,Livorno,ST,2000,1,800000,68,63,50,67,27,68
247122,D. Sikan,19,Shakhtar Donetsk,ST,500,1,975000,74,65,43,64,20,52
247128,K. Ishii,20,Sagan Tosu,ST,750,1,180000,59,60,58,57,22,51
247139,A. Owusu,19,1. FC Heidenheim 1846,CF,2000,1,140000,68,48,41,60,23,53
247181,G. Plata,19,Sporting CP,RW,8000,1,10000000,85,66,65,79,43,64
247187,Júnior Brumado,21,FC Midtjylland,ST,4000,1,550000,74,58,45,67,29,74
247219,K. Kizito,23,Falkenbergs FF,ST,750,1,400000,66,60,41,60,19,65
247249,J. Piroe,20,PSV,ST,3000,1,825000,65,65,52,64,28,63
247268,S. Higashi,19,Sanfrecce Hiroshima,CF,1000,1,500000,67,58,61,65,44,63
247279,L. Dykes,24,Queens Park Rangers,ST,5000,1,1400000,69,67,50,64,29,80
247388,A. Buksa,17,Wisła Kraków,ST,500,1,425000,70,58,47,59,23,55
247463,F. Balogun,18,Arsenal,ST,4000,1,425000,74,59,42,60,20,61
247473,B. Tutu,22,Stade Malherbe Caen,ST,2000,1,375000,75,59,44,55,24,60
247481,A. Diallo,23,CD Aves,ST,3000,1,750000,61,66,45,60,19,67
247507,P. Glatzel,18,Liverpool,ST,5000,1,425000,68,60,51,59,30,49
247539,A. Scheidler,22,Dijon FCO,ST,4000,1,850000,54,68,50,58,30,70
247566,J. Barreto,20,Patronato,ST,2000,1,275000,57,57,46,58,21,55
247659,L. N'Diaye,18,PFC CSKA Moscow,ST,3000,1,425000,81,59,43,57,19,56
247679,V. Boniface,19,FK Bodø/Glimt,ST,950,1,850000,78,63,50,67,25,63
247686,Cho Gue Sung,22,Jeonbuk Hyundai Motors,ST,2000,1,160000,75,54,35,51,23,66
247716,Vintecinco,24,Busan IPark,ST,1000,1,140000,62,53,32,54,27,80
247753,E. Zubak,22,LA Galaxy,ST,1000,1,200000,57,58,40,56,19,61
247759,L. Ghezali,19,AS Saint-Étienne,RW,4000,1,800000,74,58,55,68,30,52
247869,M. Glushenkov,20,Spartak Moscow,RW,9000,1,1000000,74,61,58,65,28,42
247875,M. Akçay,22,MKE Ankaragücü,ST,5000,1,600000,68,64,50,64,19,56
247888,S. Esposito,17,SPAL,ST,2000,1,1300000,69,66,61,67,34,57
247899,C. Măgureanu,20,Dinamo Bucureşti,ST,950,1,130000,64,51,39,51,18,56
247935,W. Togui,23,KV Mechelen,ST,5000,1,1000000,75,68,54,63,21,70
248060,V. Mihăilă,20,Universitatea Craiova,LW,6000,1,3200000,90,65,65,71,33,58
248118,A. Pitu,18,FC Viitorul,LW,850,1,525000,70,54,57,63,41,49
248126,E. Acquah,19,Southend United,ST,1000,1,170000,68,55,38,54,23,69
248136,A. Jaziri,19,OGC Nice,LW,4000,1,575000,74,58,55,70,29,46
248222,Liu Xinyu,20,Shijiazhuang Ever Bright F.C.,ST,1000,1,70000,65,49,34,45,25,65
248383,Y. Isaienko,18,Dynamo Kyiv,ST,500,1,170000,63,58,43,58,17,37
248385,R. Piccoli,19,Spezia,ST,500,1,650000,52,63,47,57,34,61
248398,Z. Thior,22,Real Sociedad,RW,6000,1,700000,75,63,52,68,30,61
248483,Chico Banza,19,Clube Sport Marítimo,ST,2000,1,575000,76,63,51,62,22,50
248507,N. Bannis,17,Feyenoord,ST,500,1,500000,74,61,46,62,23,49
248674,L. Munteanu,18,Fiorentina,ST,4000,1,625000,77,61,52,64,38,56
248706,S. Grubač,20,Chievo Verona,ST,600,1,275000,51,58,44,52,30,62
248740,G. Ahadme,18,Norwich City,ST,3000,1,325000,60,57,43,55,29,60
248748,A. Ocampo-Chavez,18,Seattle Sounders FC,ST,550,1,140000,62,54,43,57,26,48
248775,U. Bonnet,26,Rodez Aveyron Football,ST,3000,1,1100000,72,68,51,67,29,69
248801,J. Knowles,18,Mansfield Town,ST,1000,1,190000,80,56,45,56,27,54
248805,Sergio Camello,19,Atlético Madrid,ST,6000,1,975000,63,64,51,65,24,45
248839,J. Young,18,Forest Green Rovers,ST,1000,1,60000,66,51,32,45,18,54
248873,F. Cardozo,18,Boavista FC,RW,650,1,525000,70,52,54,70,25,58
250789,D. Bakwa,17,FC Girondins de Bordeaux,LW,1000,1,350000,78,52,52,62,29,54
250790,A. Traoré,18,FC Girondins de Bordeaux,ST,2000,1,575000,73,59,45,63,22,60
250818,Anderson Oliveira,22,Famalicão,ST,5000,1,1400000,74,69,57,65,27,70
250827,B. Aveiro,18,Crystal Palace,CF,3000,1,275000,71,56,51,65,25,41
250835,M. Noubissi,23,Beerschot AC,ST,6000,1,1500000,82,68,54,69,35,80
250884,Javi Siverio,21,Racing Santander,ST,2000,1,450000,60,61,44,58,22,65
250887,Rafa Tresaco,18,Racing Santander,ST,750,1,525000,70,61,42,61,18,54
250923,J. Koenraat,23,RKC Waalwijk,RW,1000,1,350000,67,61,56,66,32,56
250996,A. Roczen,20,1. FC Magdeburg,ST,950,1,250000,64,57,44,54,35,65
251009,Miguel Ángel,22,Albacete BP,ST,2000,1,525000,62,62,48,57,26,61
251025,Larrazabal,22,Athletic Club de Bilbao,RW,12000,1,2600000,80,66,61,74,34,69
251033,A. Ouhafsa,22,Rodez Aveyron Football,ST,950,1,220000,66,62,45,61,20,52
251073,C. Dumitru,18,Academica Clinceni,ST,500,1,275000,74,58,46,59,36,58
251105,D. Joveljić,20,Wolfsberger AC,ST,6000,1,1400000,72,68,53,71,30,61
251106,I. Botella,20,RC Strasbourg Alsace,ST,5000,1,750000,67,63,44,58,20,65
251143,C. Cheng,18,Stabæk Fotball,LW,500,1,80000,83,38,43,55,26,40
251170,L. Sinayoko,20,AJ Auxerre,ST,1000,1,200000,56,60,41,51,20,60
251192,B. Ndilu,19,FC Nantes,ST,3000,1,450000,60,62,47,57,20,55
251198,E. Simms,19,Everton,ST,9000,1,800000,75,64,50,60,25,59
251199,M. Fofana,19,Strømsgodset IF,ST,600,1,170000,75,53,40,56,16,55
251202,A. Vik,16,Rosenborg BK,RW,500,1,170000,64,51,50,56,29,41
251214,M. Pato,27,Central Córdoba,ST,2000,1,275000,77,65,47,65,23,51
251223,R. Pepi,17,FC Dallas,ST,500,1,130000,53,55,42,48,20,51
251224,P. Besong,19,1. FC Nürnberg,ST,1000,1,220000,65,55,39,54,28,69
251239,J. Lamy,19,AFC Wimbledon,LW,900,1,150000,81,50,45,56,23,40
251260,B. Kramer,24,Slovenia,ST,4000,1,650000,74,63,46,59,25,71
251261,H. Saunders,22,Fleetwood Town,ST,2000,1,60000,61,52,40,56,16,46
251267,O. Watkinson,18,Blackpool,ST,700,1,60000,59,48,34,43,17,45
251300,K. Hachadi,21,Vitória de Setúbal,ST,2000,1,975000,52,64,49,60,34,75
251316,N. Kupusović,19,Eintracht Braunschweig,ST,2000,1,275000,76,59,46,61,21,49
251341,M. Aké,19,Olympique de Marseille,LW,11000,1,1600000,78,66,64,73,43,57
251348,P. Cucchi,26,Independiente Santa Fe,ST,2000,1,2800000,79,69,61,70,37,70
251353,K. Laba,28,Al Ain FC,ST,500,1,7000000,79,75,62,68,25,76
251359,P. Krawczyk,25,Górnik Zabrze,ST,1000,1,210000,61,59,42,57,19,58
251390,E. Arslan,18,SV Darmstadt 98,ST,1000,1,170000,53,55,45,56,23,49
251408,S. Nurković,28,Kaizer Chiefs,ST,500,1,1800000,62,74,57,65,26,68
251412,S. Weissman,24,Real Valladolid CF,ST,18000,1,9000000,76,77,65,71,24,67
251413,A. Schmidt,22,SKN St. Pölten,ST,3000,1,525000,54,62,43,60,27,77
251414,D. Kinsella-Bishop,17,UCD AFC,ST,500,1,60000,66,50,40,51,18,52
251430,J. Dhillon,25,Seattle Sounders FC,ST,2000,1,500000,71,62,43,62,20,63
251452,V. Stojanovski,23,FC Chambly Oise,ST,1000,1,525000,61,66,45,61,24,53
251478,N. Agho,16,Port Vale,ST,500,1,110000,76,48,34,47,17,67
251540,Patrick,21,FC Sion,ST,4000,1,350000,70,60,48,62,18,58
251551,A. Niangbo,20,KAA Gent,ST,9000,1,1800000,87,68,54,73,23,53
251575,A. Sayyadmanesh,19,Fenerbahçe SK,ST,6000,1,450000,62,57,40,66,29,59
251597,D. Steczyk,21,Piast Gliwice,ST,1000,1,275000,67,57,49,59,22,57
251605,Lee Si Heon,22,Jeonbuk Hyundai Motors,LW,2000,1,130000,71,51,55,57,35,51
251611,G. Fernández,26,Real Zaragoza,ST,9000,1,3900000,80,71,59,67,52,78
251622,D. Tokpa,19,Amiens SC,ST,750,1,300000,60,60,46,59,22,48
251645,B. Duncan,19,Derby County,ST,3000,1,325000,66,59,53,62,25,54
251661,C. Sabanci,20,MSV Duisburg,ST,500,1,140000,66,57,32,55,22,39
251683,Ballarin,21,SD Huesca,ST,1000,1,525000,66,62,49,64,23,46
